head	rel	col	lcm	sense1	sense2	sense3	sense4	sense5	sense6	sense7	sense8	sense9	sense10	pos	text
band-n	band-n around ...	top-n	band around the top of the	a1.s7	a2.s6	a3.s9	a4.s4	a5.sx	a6.s6	a7.s4	a8.sx	a9.sx	a10.s3	2555783251	In the procedure, doctors place a silicone <band> around the top of the stomach to create a pouch that holds just a little food.
band-n	band-n around ...	wrist-n	band around your wrist	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	1697008038	wear a rubber <band> around your wrist and snap it gently against your skin
band-n	band-n as ...	drummer-n	band as a drummer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	226624328	And, on the Rock side he lists Keith Moon of the Who, Carl Palmer of ELP and Mitch Mitchell of Jimi Hendrix's <band> as drummers of interest to him.
band-n	band-n at ...	GHz-n	band at 2.4 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2737952370	The MWS <band> at 40.5 -43.5 GHz is so designated.
band-n	band-n at ...	gig-n	band at a gig	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1123170974	Huw used to work at the music shop where Dave bought some of his equipment and in one day after Mick had left, Dave was in the shop talking to Huw and suggested that Huw come along and join the <band> at a gig that night.
band-n	band-n at ...	kD-n	band at 140 kD	a1.s2	a2.s2	a3.s8	a4.s2	a5.s2	a6.s7	a7.s2	a8.s6	a9.s2	a10.s2	2266740020	By preincubation of the antibody with OAT1 peptide, the <band> at 57 kD in the renal cortex was absorbed.
band-n	band-n below ...	GHz-n	bands below 3 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2131501090	The only <bands> below 3 GHz available for worldwide MSS use that have low usage by terrestrial systems are 1610-1626.5, 1525-1559, 1626.5-1660.5, and 2483.5-2500 MHz.
band-n	band-n below ...	MHz-n	bands below 512 MHz .	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2248300351	Channel loading requirements for the frequency <bands> below 512 MHz could assist with a more uniform distribution of spectrum.
band-n	band-n below ...	gallery-n	red horizontal band below the gallery	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	1968738117	Tower painted white with a broad red horizontal <band> below the gallery.
band-n	band-n between ...	MHz-n	Bands Between 28 MHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	152869049	to consider additional allocations for the aeronautical mobile-R service in parts of the <bands> between 108 MHz and 6 GHz, in accordance with Resolution 414 (WRC-03) and, to study current satellite frequency allocations, that will support the modernization of civil aviation telecommunication systems, taking into account Resolution 415 (WRC-03) ;
band-n	band-n for ...	reallocation-n	MHz band for reallocation	a1.s5	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2831327853	(4) In response to this directive, NTIA issued a Spectrum Reallocation Report in February 1998 which identified the additional <bands> for reallocation.
band-n	band-n from ...	80-n	bands from the 80's	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3409719195	It was brilliant, all these <bands> from the 80s came to it, it was such a great night.
band-n	band-n from ...	Angeles-n	rock band from Los Angeles , California	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	462140928	"El Nino," Red Elvises ( I Wanna See You Bellydance ) If this touring <band> from Los Angeles plays where you live, go see them.
band-n	band-n is a ...	band-n	bands are bands	a1.s6	a2.s1	a3.s5	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	2083125788	This is an example of the old band being young and naive and the new incarnation of the <band> not being an excellent band that is selling merchandise for extra cash, but a marketing MASTERMIND (Jerry Only) keeping the band alive for the purpose of reaping the merchandising rewards.
band-n	band-n like ...	Coldplay-n	bands like Coldplay and	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2909459036	Look to <bands> like Coldplay or Catherine Wheel for decent Brit Art Pop.
band-n	band-n like ...	Dead-n	bands like the Grateful Dead	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	665273586	We try not to focus too heavily on <bands> like the Grateful Dead or Jefferson Airplane, since they have their own groups, but in general the discussion topics are not limited or restricted.
band-n	band-n like ...	Metallica-n	bands like Metallica and	a1.s1	a2.s1	a3.s1	a4.s3	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2395722547	Scientists riff on fabric of the universe Their music may be the scourge of parents, but the thrashing guitars of heavy metal <bands> like Metallica and Iron Maiden could help explain the mysteries of the universe.
band-n	band-n like ...	Radiohead-n	bands like Radiohead	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	289436086	Yes, a <band> like Radiohead can drum up a lot of press coverage when they release an album online, but they already have a lot of cache in the bank.
band-n	band-n like ...	clash-n	bands like The Clash ,	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	467563504	What Kind of music do you listen to? - BEATLES! um Pop/Rock, mostly older <bands> like the Clash, the beatles, the Beach Boys..
band-n	band-n like ...	jam-n	bands like Pearl Jam	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2375670419	Rock <bands> like Pearl Jam and Hollywood stars like Matt Damon lionized him.
band-n	band-n of ...	Indians-n	band of Indians	a1.s4	a2.s4	a3.s4	a4.s1	a5.s4	a6.s4	a7.s3	a8.s4	a9.sx	a10.s4	770672673	One day a <band> of Indians rode into Lawrence and a crowd gathered about them.
band-n	band-n of ...	brother-n	band of brothers	a1.s4	a2.s4	a3.s4	a4.s8	a5.s4	a6.s4	a7.s3	a8.sx	a9.s1	a10.s4	2021295174	<band> of brothers , 6th September, 2007 A Customer from derbyshire
band-n	band-n of ...	follower-n	band of followers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.sx	a10.s4	648251595	Surrounded by the Russians, their ammunition exhausted, Haji Murad and a tiny <band> of followers hopelessly charged the enemy with their swords swinging and were gunned down.
band-n	band-n of ...	frequency-n	band of frequencies	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3	a8.s2	a9.s2	a10.s2	2510300962	The use of spread-spectrum technology for RF reduction in unintentional transmitters in consumer products such as PCs, involves sweeping the clock that drives the PC over a <band> of frequencies.
band-n	band-n of ...	musician-n	band of musicians	a1.s1	a2.s1	a3.s1	a4.s1	a5.s4	a6.s1	a7.s3	a8.s1	a9.s1	a10.s1	794819201	More recently, the term has come to mean a party in which a <band> of musicians plays live folk music while guests perform traditional dances.
band-n	band-n of ...	soldier-n	a band of soldiers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	429761727	The group ran to a <band> of British soldiers, who had been shouting encouragement to them from the rivers other side.
band-n	band-n of ...	thug-n	band of thugs	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	3475181942	In Mr Downer's words, quote: "Before RAMSI, Solomon Islands sovereignty had been seized at the point of a gun, by <bands> of thugs and criminals."
band-n	band-n of ...	warrior-n	band of warriors	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	1399632046	A 13-year-old boy name Chiro leads a <band> of high-tech monkey warriors in this futuristic anime-style series.
band-n	band-n on ...	blot-n	bands on Western blots	a1.s8	a2.s7	a3.s8	a4.s1	a5.s2	a6.s7	a7.sx	a8.s6	a9.sx	a10.s4	314913050	(Note: don't leave it on the UV box too long: 5 minutes nicks the DNA so much that it will be in tiny pieces that will diffuse in the gelm giving fuzzy <bands> on the blot.
band-n	band-n on ...	finger-n	band on her finger	a1.s3	a2.s6	a3.s10	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	1412490800	She hit me with the back of that hideous right hand, the jackhammer hand with the emerald <band> on the ring finger.
band-n	band-n on ...	gel-n	band on the gel	a1.s8	a2.s3	a3.s8	a4.s7	a5.s2	a6.s7	a7.s2	a8.s6	a9.sx	a10.s6	213267225	For example, if you copied a gene fragment using PCR, you could run the sample on the gel and, if it is pure, there should only be one <band> on the gel.
band-n	band-n on ...	label-n	bands on the label	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	1718529505	The agent says a <band> on a major label can get a merchandising company to pay them an advance on T-shirt sales! ridiculous!
band-n	band-n on ...	tour-n	band on tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2474526632	In recent years, their treatment of support <bands> on HW UK tours has been at best hostile and at worst...well, they've made England's soccer hooligans seem angelic by comparison!
band-n	band-n on ...	wrist-n	band on his wrist	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	2763196829	Wearing a <band> on your wrist in downtown Belfast, or wherever, is similar to your demonstration in that it sends a message, but its not just for a few hours at one event.
band-n	band-n over ...	eye-n	, a band over the eye ,	a1.s3	a2.s3	a3.s3	a4.s4	a5.s3	a6.s3	a7.sx	a8.s3	a9.s3	a10.s3	219820226	Upper part of head and hind neck ash-grey; eye-lids, and a <band> over the eye, white; part of forehead, loral space, and a broad band down the side of the neck, with the fore part of the back, and upper tail-coverts, deep black; lower parts and rump bright yellow; the lower part of the throat, the breast and sides, spotted with black; wings and tail-feathers brownish-black, edged with grey; two white bands on the wing; all the tail-feathers, except the middle two, with a large patch of white on the inner web, at about two-thirds of their length.
band-n	band-n to ...	band-n	band to the 7/8 GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1099597240	We also tested the glycosylation state of the protein by performing deglycosylation with PNGase F. This led to a shift in protein size from the 22-kD <band> to a sharper band at approximately 17 kD.
band-n	band-n with ...	singer-n	band with a female singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1197755483	Anyhoo, in the early 80's on KTRU I heard a song by a <band> with a female singer with lyrics that go "Left me down in diddy wha diddy, diddy wha"....
band-n	band-n's ...	CD-n	band's CD	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	195478395	The <band's> first CD, "Even One Is Quite A Few" (1996) has been played on more than 100 college and noncommercial radio stations in North America.
band-n	band-n's ...	album-n	band's first album	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	751400538	Currently working on the <band's> second album and rehearsing for the band's summer tour he took time out to answer a lot of impertinent questions.
band-n	band-n's ...	debut-n	the band's debut	a1.s1	a2.s1	a3.s1	a4.s6	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	256796724	AIRPLANE MAN (the <band's> 1998 debut) is on the stereo, it seems like the only music that matters.
band-n	band-n's ...	drummer-n	the band's drummer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2177076331	It features some great interplay between Aaron Magner (on keys) and Jon Gutwillig (on guitar), and a rhythm section of Marc Brownstein (on bass) and Sam Altman (the <band's> former drummer) that relentlessly propels the band forward.
band-n	band-n's ...	gig-n	band's gig	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3329685113	The <band's> next local gig is at 9:30 p.m. Thursday at the Yauhaus, 1227 Rollins Ave. Other acts on the bill are Pattern is Movement and Bob Fields.
band-n	band-n's ...	guitarist-n	the band's guitarist	a1.s9	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1352820912	After opening with "In the Evening," the legendary frontman made frequent mention of Arthur Lee and his group's influence on him as a budding musician, and even went as far as to have the <band's> guitarist, Johnny Echols (who'd performed his own brief set earlier in the evening) to join him on Love's "Old Man."
band-n	band-n's ...	hit-n	band's biggest hit	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2756649899	In the wake of the tragedy, the album became one of the <band's> biggest hits.
band-n	band-n's ...	label-n	the band's label ,	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.s1	a10.s1	174198991	One wonders whether or not the <band's> label, Atlantic, will give the US public a bonus track or two for having to wait.
band-n	band-n's ...	member-n	the band's members	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.s1	a10.s1	77720630	The Imperial Orgy TV Show is a half-hour variety show written, filmed and edited by the <band's> members.
band-n	band-n's ...	music-n	the band's music	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	55799882	Jim and Greg took this opportunity to delve into the <band's> music and story.
band-n	band-n's ...	release-n	band's first release	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1720073248	No single Pearl Jam album is a product of its time as much as it is a great rock record, and the <band's> newest release, Riot Act, is no exception.
band-n	band-n's ...	show-n	band's shows	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	446897590	"Fade to Black" was voted in 2001 as the most popular Metallica song ever by the fans, and the song is still a staple of the <band's> live shows.
band-n	band-n's ...	singer-n	the band's lead singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1590810697	So why is it, then, that after nine solo albums, the <band's> lead singer – Colin Hay – still says, "My solo career is basically only starting"?
band-n	band-n's ...	single-n	band's first single	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2840735219	"This is Such a Pity" was the <band's> fourth single from the album, but no music video was made for its release
band-n	band-n's ...	song-n	the band's songs	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2261591723	The <band's> songs feature vocals from Mozez, Sia Furler, Tina Dico, Sophie Barker, José González, and for the first time, Henry Binns providing backing vocals on the third album, The Garden . There are many rumours about how the band got their name.
band-n	band-n's ...	sound-n	the band's sound	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1877460032	Listen to Kid A , the most remarkably finessed redesign of an established <band's> sound since U2 recorded Achtung Baby : A reaction to overexposure, the undermining effects of commodification, and the alienation of celebrity, the record hasn't aged a day, though Amnesiac -- a less inspired collection of underdeveloped tunes from the same sessions-- has somewhat dulled its glimmer.
band-n	band-n's ...	tour-n	band's tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	900751884	Filmed on the last night of the <band's> nationwide sellout tour, this programme features 8 live tracks never before heard on DVD as well as exclusive behind-the-scenes footage.
band-n	band-n's ...	website-n	on the band's website	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1906417242	If they'd have also added something like however much you pay you will get 50% of that off the regular CD version when it comes out if you buy it through the <band's> website- That would have been sticking it to the whole of the greedy music industry.
band-n	modifiers of "band-n"	GHz-n	GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2943617076	Early this year, the U.S. Government and the private sector reached an agreement on how to make an additional 255 MHz of spectrum available for unlicensed use in the 5 GHz <band> - resolving another complex spectrum management issue that posed a potential barrier to deployment of devices using the 802.11(a) Wi-Fi technology.
band-n	modifiers of "band-n"	MHz-n	MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2674962621	Rainbow was included in the list of Federal stations that will remain in the 1710-1755 MHz <band> due to the high priority, public safety missions it supports, and currently employs frequencies throughout the entire 1710-1850 MHz band.
band-n	modifiers of "band-n"	brass-n	brass band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.sx	a10.s1	2110847737	Score: 4.58/5 Details | Tickets | Trailers | Photos | Reviews ) An Egyptian brass <band> heads to Israel to perform at the opening ceremony of a brand new Arab arts center.
band-n	modifiers of "band-n"	frequency-n	frequency bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2442104705	Of course, no HUM was present ( the silance sure sounded great) and the Doc commented that for my age (41) I had exceptional hearing in the upper frequency <bands>.
band-n	modifiers of "band-n"	horizontal-j	and white horizontal bands	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	2031287938	Active; focal plane 63 m (207 ft); two white flashes every 20 s. 30 m (98 ft) square masonry tower with gallery and a small lantern, painted with red and white horizontal <bands>.
band-n	modifiers of "band-n"	jazz-n	jazz band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1989641444	It is, as I stated before, a reference to the jazz <band> of the same name.
band-n	modifiers of "band-n"	live-j	a live band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	160604010	Monthly meetings include a live <band>.
band-n	modifiers of "band-n"	metal-n	metal band	a1.s1	a2.s1	a3.s6	a4.s1	a5.s1	a6.sx	a7.s1	a8.s1	a9.sx	a10.s1	2821528242	The classic '70s lineup (featuring virtuoso guitarist Ritchie Blackmore, wailing tenor Ian Gillan, and classically influenced keyboardist Jon Lord) established the template for countless metal <bands> that followed in their wake.
